HRR,Total Hospital Beds,Total ICU Beds,Available Hospital Beds,Potentially Available Hospital Beds*,Available ICU Beds,Potentially Available ICU Beds*,Adult Population,Population 65+,Projected Infected Individuals,Projected Hospitalized Individuals,Projected Individuals Needing ICU Care,"Hospital Beds Needed, Six Months","Percentage of Available Beds Needed, Six Months","Percentage of Potentially Available Beds Needed, Six Months","Percentage of Total Beds Needed, Six Months","Hospital Beds Needed, Twelve Months","Percentage of Available Beds Needed, Twelve Months","Percentage of Potentially Available Beds Needed, Twelve Months","Percentage of Total Beds Needed, Twelve Months","Hospital Beds Needed, Eighteen Months","Percentage of Available Beds Needed, Eighteen Months","Percentage of Potentially Available Beds Needed, Eighteen Months","Percentage of Total Beds Needed, Eighteen Months","ICU Beds Needed, Six Months","Percentage of Available ICU Beds Needed, Six Months","Percentage of Potentially Available ICU Beds Needed, Six Months","Percentage of Total ICU Beds Needed, Six Months","ICU Beds Needed, Twelve Months","Percentage of Available ICU Beds Needed, Twelve Months","Percentage of Potentially Available ICU Beds Needed, Twelve Months","Percentage of Total ICU Beds Needed, Twelve Months","ICU Beds Needed, Eighteen Months","Percentage of Available ICU Beds Needed, Eighteen Months","Percentage of Potentially Available ICU Beds Needed, Eighteen Months","Percentage of Total ICU Beds Needed, Eighteen Months"
"Medford, OR",855.00,72.00,369.00,612.00,25.00,49.00,351154.00,95565.00,210692.00,45479.00,10193.00,3032.00,8.22,4.95,3.55,1516.00,4.11,2.48,1.77,989.00,2.68,1.62,1.16,680.00,27.20,13.88,9.44,340.00,13.60,6.94,4.72,222.00,8.88,4.53,3.08
"Melrose Park, IL",2902.00,334.00,1122.00,2012.00,137.00,236.00,1031510.00,185204.00,618906.00,128149.00,27357.00,8543.00,7.61,4.25,2.94,4272.00,3.81,2.12,1.47,2786.00,2.48,1.38,0.96,1824.00,13.31,7.73,5.46,912.00,6.66,3.86,2.73,595.00,4.34,2.52,1.78
"Memphis, TN",5054.00,543.00,2045.00,3549.00,139.00,341.00,1366198.00,246308.00,819719.00,169786.00,36261.00,11319.00,5.53,3.19,2.24,5660.00,2.77,1.59,1.12,3691.00,1.80,1.04,0.73,2417.00,17.39,7.09,4.45,1209.00,8.70,3.55,2.23,788.00,5.67,2.31,1.45
"Meridian, MS",1117.00,57.00,445.00,781.00,19.00,38.00,148060.00,32340.00,88836.00,18722.00,4083.00,1248.00,2.80,1.60,1.12,624.00,1.40,0.80,0.56,407.00,0.91,0.52,0.36,272.00,14.32,7.16,4.77,136.00,7.16,3.58,2.39,89.00,4.68,2.34,1.56
"Mesa, AZ",2091.00,291.00,648.00,1370.00,108.00,200.00,1135619.00,212738.00,681371.00,141587.00,30357.00,9439.00,14.57,6.89,4.51,4720.00,7.28,3.45,2.26,3078.00,4.75,2.25,1.47,2024.00,18.74,10.12,6.96,1012.00,9.37,5.06,3.48,660.00,6.11,3.30,2.27
"Metairie, LA",857.00,111.00,406.00,631.00,44.00,78.00,366346.00,76217.00,219808.00,46108.00,9999.00,3074.00,7.57,4.87,3.59,1537.00,3.79,2.44,1.79,1002.00,2.47,1.59,1.17,667.00,15.16,8.55,6.01,333.00,7.57,4.27,3.00,217.00,4.93,2.78,1.95
"Miami, FL",9139.00,981.00,2952.00,6045.00,280.00,630.00,2741481.00,526396.00,1644889.00,342533.00,73633.00,22836.00,7.74,3.78,2.50,11418.00,3.87,1.89,1.25,7446.00,2.52,1.23,0.81,4909.00,17.53,7.79,5.00,2454.00,8.76,3.90,2.50,1601.00,5.72,2.54,1.63
"Milwaukee, WI",5263.00,818.00,2207.00,3735.00,323.00,570.00,2079205.00,380644.00,1247523.00,258726.00,55342.00,17248.00,7.82,4.62,3.28,8624.00,3.91,2.31,1.64,5624.00,2.55,1.51,1.07,3689.00,11.42,6.47,4.51,1845.00,5.71,3.24,2.26,1203.00,3.72,2.11,1.47
"Minneapolis, MN",6954.00,612.00,2458.00,4706.00,238.00,425.00,2570355.00,478271.00,1542213.00,320282.00,68623.00,21352.00,8.69,4.54,3.07,10676.00,4.34,2.27,1.54,6963.00,2.83,1.48,1.00,4575.00,19.22,10.76,7.48,2287.00,9.61,5.38,3.74,1492.00,6.27,3.51,2.44
"Minot, ND",916.00,19.00,384.00,650.00,9.00,14.00,112434.00,19303.00,67460.00,13918.00,2958.00,928.00,2.42,1.43,1.01,464.00,1.21,0.71,0.51,303.00,0.79,0.47,0.33,197.00,21.89,14.07,10.37,99.00,11.00,7.07,5.21,64.00,7.11,4.57,3.37
"Missoula, MT",1002.00,79.00,455.00,729.00,39.00,59.00,315091.00,74302.00,189055.00,40156.00,8837.00,2677.00,5.88,3.67,2.67,1339.00,2.94,1.84,1.34,873.00,1.92,1.20,0.87,589.00,15.10,9.98,7.46,295.00,7.56,5.00,3.73,192.00,4.92,3.25,2.43
"Mobile, AL",2066.00,282.00,695.00,1380.00,101.00,191.00,648957.00,135227.00,389374.00,81689.00,17718.00,5446.00,7.84,3.95,2.64,2723.00,3.92,1.97,1.32,1776.00,2.56,1.29,0.86,1181.00,11.69,6.18,4.19,591.00,5.85,3.09,2.10,385.00,3.81,2.02,1.37
"Modesto, CA",1478.00,118.00,467.00,972.00,44.00,81.00,680976.00,119559.00,408586.00,84446.00,17987.00,5630.00,12.06,5.79,3.81,2815.00,6.03,2.90,1.90,1836.00,3.93,1.89,1.24,1199.00,27.25,14.80,10.16,600.00,13.64,7.41,5.08,391.00,8.89,4.83,3.31
"Monroe, LA",1064.00,102.00,561.00,813.00,36.00,69.00,204787.00,41070.00,122872.00,25687.00,5548.00,1712.00,3.05,2.11,1.61,856.00,1.53,1.05,0.80,558.00,0.99,0.69,0.52,370.00,10.28,5.36,3.63,185.00,5.14,2.68,1.81,121.00,3.36,1.75,1.19
"Montgomery, AL",1225.00,131.00,461.00,843.00,61.00,96.00,360863.00,68023.00,216518.00,45016.00,9658.00,3001.00,6.51,3.56,2.45,1501.00,3.26,1.78,1.23,979.00,2.12,1.16,0.80,644.00,10.56,6.71,4.92,322.00,5.28,3.35,2.46,210.00,3.44,2.19,1.60
"Morgantown, WV",1555.00,155.00,499.00,1027.00,40.00,97.00,329288.00,68760.00,197573.00,41458.00,8994.00,2764.00,5.54,2.69,1.78,1382.00,2.77,1.35,0.89,901.00,1.81,0.88,0.58,600.00,15.00,6.19,3.87,300.00,7.50,3.09,1.94,196.00,4.90,2.02,1.26
"Morristown, NJ",1862.00,147.00,589.00,1226.00,54.00,101.00,795142.00,157620.00,477085.00,99630.00,21490.00,6642.00,11.28,5.42,3.57,3321.00,5.64,2.71,1.78,2166.00,3.68,1.77,1.16,1433.00,26.54,14.19,9.75,716.00,13.26,7.09,4.87,467.00,8.65,4.62,3.18
"Muncie, IN",377.00,36.00,129.00,253.00,8.00,22.00,128803.00,27663.00,77282.00,16260.00,3539.00,1084.00,8.40,4.28,2.88,542.00,4.20,2.14,1.44,353.00,2.74,1.40,0.94,236.00,29.50,10.73,6.56,118.00,14.75,5.36,3.28,77.00,9.63,3.50,2.14
"Munster, IN",1500.00,105.00,642.00,1071.00,42.00,74.00,239843.00,45234.00,143906.00,29920.00,6420.00,1995.00,3.11,1.86,1.33,997.00,1.55,0.93,0.66,650.00,1.01,0.61,0.43,428.00,10.19,5.78,4.08,214.00,5.10,2.89,2.04,140.00,3.33,1.89,1.33
"Muskegon, MI",501.00,57.00,253.00,377.00,40.00,49.00,209507.00,45654.00,125704.00,26486.00,5774.00,1766.00,6.98,4.68,3.52,883.00,3.49,2.34,1.76,576.00,2.28,1.53,1.15,385.00,9.63,7.86,6.75,192.00,4.80,3.92,3.37,126.00,3.15,2.57,2.21
"Napa, CA",456.00,70.00,152.00,304.00,41.00,56.00,218503.00,53625.00,131102.00,27966.00,6185.00,1864.00,12.26,6.13,4.09,932.00,6.13,3.07,2.04,608.00,4.00,2.00,1.33,412.00,10.05,7.36,5.89,206.00,5.02,3.68,2.94,134.00,3.27,2.39,1.91
"Nashville, TN",7810.00,1118.00,2987.00,5398.00,317.00,717.00,2282662.00,410987.00,1369597.00,283650.00,60570.00,18910.00,6.33,3.50,2.42,9455.00,3.17,1.75,1.21,6166.00,2.06,1.14,0.79,4038.00,12.74,5.63,3.61,2019.00,6.37,2.82,1.81,1317.00,4.15,1.84,1.18
"Neenah, WI",447.00,46.00,262.00,355.00,25.00,35.00,191863.00,39899.00,115118.00,24147.00,5236.00,1610.00,6.15,4.54,3.60,805.00,3.07,2.27,1.80,525.00,2.00,1.48,1.17,349.00,13.96,9.97,7.59,175.00,7.00,5.00,3.80,114.00,4.56,3.26,2.48
"New Brunswick, NJ",2177.00,213.00,616.00,1397.00,126.00,170.00,845392.00,153380.00,507235.00,105117.00,22464.00,7008.00,11.38,5.02,3.22,3504.00,5.69,2.51,1.61,2285.00,3.71,1.64,1.05,1498.00,11.89,8.81,7.03,749.00,5.94,4.41,3.52,488.00,3.87,2.87,2.29
"New Haven, CT",2825.00,286.00,610.00,1717.00,118.00,202.00,1177072.00,244084.00,706243.00,148099.00,32104.00,9873.00,16.19,5.75,3.49,4937.00,8.09,2.88,1.75,3220.00,5.28,1.88,1.14,2140.00,18.14,10.59,7.48,1070.00,9.07,5.30,3.74,698.00,5.92,3.46,2.44
"New Orleans, LA",2491.00,313.00,869.00,1680.00,77.00,195.00,554325.00,92037.00,332595.00,68439.00,14499.00,4563.00,5.25,2.72,1.83,2281.00,2.62,1.36,0.92,1488.00,1.71,0.89,0.60,967.00,12.56,4.96,3.09,483.00,6.27,2.48,1.54,315.00,4.09,1.62,1.01
"Newark, NJ",3636.00,403.00,1033.00,2334.00,195.00,299.00,1233539.00,198090.00,740123.00,151914.00,32082.00,10128.00,9.80,4.34,2.79,5064.00,4.90,2.17,1.39,3302.00,3.20,1.41,0.91,2139.00,10.97,7.15,5.31,1069.00,5.48,3.58,2.65,697.00,3.57,2.33,1.73
"Newport News, VA",905.00,145.00,251.00,578.00,45.00,95.00,447424.00,89385.00,268454.00,56101.00,12111.00,3740.00,14.90,6.47,4.13,1870.00,7.45,3.24,2.07,1220.00,4.86,2.11,1.35,807.00,17.93,8.49,5.57,404.00,8.98,4.25,2.79,263.00,5.84,2.77,1.81
"Norfolk, VA",2543.00,276.00,782.00,1663.00,82.00,179.00,1023500.00,174191.00,614100.00,126608.00,26885.00,8441.00,10.79,5.08,3.32,4220.00,5.40,2.54,1.66,2752.00,3.52,1.65,1.08,1792.00,21.85,10.01,6.49,896.00,10.93,5.01,3.25,584.00,7.12,3.26,2.12
"Ocala, FL",902.00,150.00,289.00,596.00,51.00,100.00,449792.00,185054.00,269875.00,61824.00,14753.00,4122.00,14.26,6.92,4.57,2061.00,7.13,3.46,2.28,1344.00,4.65,2.26,1.49,984.00,19.29,9.84,6.56,492.00,9.65,4.92,3.28,321.00,6.29,3.21,2.14
"Odessa, TX",1014.00,101.00,543.00,779.00,38.00,70.00,283753.00,43182.00,170252.00,34809.00,7315.00,2321.00,4.27,2.98,2.29,1160.00,2.14,1.49,1.14,757.00,1.39,0.97,0.75,488.00,12.84,6.97,4.83,244.00,6.42,3.49,2.42,159.00,4.18,2.27,1.57
"Ogden, UT",750.00,110.00,371.00,561.00,42.00,76.00,356000.00,51907.00,213600.00,43543.00,9116.00,2903.00,7.82,5.17,3.87,1451.00,3.91,2.59,1.93,947.00,2.55,1.69,1.26,608.00,14.48,8.00,5.53,304.00,7.24,4.00,2.76,198.00,4.71,2.61,1.80
"Oklahoma City, OK",5541.00,582.00,2447.00,3994.00,225.00,404.00,1491485.00,279037.00,894891.00,185934.00,39860.00,12396.00,5.07,3.10,2.24,6198.00,2.53,1.55,1.12,4042.00,1.65,1.01,0.73,2657.00,11.81,6.58,4.57,1329.00,5.91,3.29,2.28,867.00,3.85,2.15,1.49
"Olympia, WA",558.00,84.00,173.00,365.00,25.00,54.00,320156.00,71021.00,192094.00,40546.00,8857.00,2703.00,15.62,7.41,4.84,1352.00,7.82,3.70,2.42,881.00,5.09,2.41,1.58,590.00,23.60,10.93,7.02,295.00,11.80,5.46,3.51,193.00,7.72,3.57,2.30
"Omaha, NE",4017.00,449.00,1742.00,2879.00,184.00,317.00,1010995.00,195073.00,606597.00,126373.00,27180.00,8425.00,4.84,2.93,2.10,4212.00,2.42,1.46,1.05,2747.00,1.58,0.95,0.68,1812.00,9.85,5.72,4.04,906.00,4.92,2.86,2.02,591.00,3.21,1.86,1.32
"Orange County, CA",5813.00,690.00,2236.00,4024.00,293.00,491.00,2662559.00,456181.00,1597535.00,329534.00,70022.00,21969.00,9.83,5.46,3.78,10984.00,4.91,2.73,1.89,7164.00,3.20,1.78,1.23,4668.00,15.93,9.51,6.77,2334.00,7.97,4.75,3.38,1522.00,5.19,3.10,2.21
"Orlando, FL",10004.00,1284.00,3292.00,6648.00,448.00,866.00,3130935.00,714153.00,1878561.00,397633.00,87152.00,26509.00,8.05,3.99,2.65,13254.00,4.03,1.99,1.32,8644.00,2.63,1.30,0.86,5810.00,12.97,6.71,4.52,2905.00,6.48,3.35,2.26,1895.00,4.23,2.19,1.48
"Ormond Beach, FL",872.00,158.00,359.00,616.00,63.00,110.00,338880.00,108815.00,203328.00,44835.00,10286.00,2989.00,8.33,4.85,3.43,1494.00,4.16,2.43,1.71,975.00,2.72,1.58,1.12,686.00,10.89,6.24,4.34,343.00,5.44,3.12,2.17,224.00,3.56,2.04,1.42
"Owensboro, KY",390.00,36.00,175.00,282.00,14.00,25.00,112038.00,24900.00,67223.00,14192.00,3101.00,946.00,5.41,3.35,2.43,473.00,2.70,1.68,1.21,309.00,1.77,1.10,0.79,207.00,14.79,8.28,5.75,103.00,7.36,4.12,2.86,67.00,4.79,2.68,1.86
"Oxford, MS",835.00,29.00,344.00,589.00,15.00,22.00,116854.00,21977.00,70112.00,14574.00,3126.00,972.00,2.83,1.65,1.16,486.00,1.41,0.83,0.58,317.00,0.92,0.54,0.38,208.00,13.87,9.45,7.17,104.00,6.93,4.73,3.59,68.00,4.53,3.09,2.34
"Paducah, KY",1490.00,117.00,779.00,1134.00,57.00,87.00,290227.00,70421.00,174136.00,37100.00,8193.00,2473.00,3.17,2.18,1.66,1237.00,1.59,1.09,0.83,807.00,1.04,0.71,0.54,546.00,9.58,6.28,4.67,273.00,4.79,3.14,2.33,178.00,3.12,2.05,1.52
"Palm Springs/Rancho Mira, CA",974.00,69.00,404.00,689.00,23.00,46.00,305976.00,94312.00,183586.00,40257.00,9181.00,2684.00,6.64,3.90,2.76,1342.00,3.32,1.95,1.38,875.00,2.17,1.27,0.90,612.00,26.61,13.30,8.87,306.00,13.30,6.65,4.43,200.00,8.70,4.35,2.90
"Paterson, NJ",1164.00,84.00,527.00,845.00,12.00,48.00,310775.00,60087.00,186465.00,38853.00,8358.00,2590.00,4.91,3.07,2.23,1295.00,2.46,1.53,1.11,845.00,1.60,1.00,0.73,557.00,46.42,11.60,6.63,279.00,23.25,5.81,3.32,182.00,15.17,3.79,2.17
"Pensacola, FL",2001.00,230.00,755.00,1378.00,91.00,160.00,636854.00,130505.00,382112.00,80040.00,17328.00,5336.00,7.07,3.87,2.67,2668.00,3.53,1.94,1.33,1740.00,2.30,1.26,0.87,1155.00,12.69,7.22,5.02,578.00,6.35,3.61,2.51,377.00,4.14,2.36,1.64
"Peoria, IL",1725.00,156.00,643.00,1184.00,71.00,114.00,469070.00,106095.00,281442.00,59521.00,13033.00,3968.00,6.17,3.35,2.30,1984.00,3.09,1.68,1.15,1294.00,2.01,1.09,0.75,869.00,12.24,7.62,5.57,434.00,6.11,3.81,2.78,283.00,3.99,2.48,1.81
"Petoskey, MI",476.00,68.00,178.00,327.00,22.00,45.00,142627.00,37819.00,85576.00,18415.00,4113.00,1228.00,6.90,3.76,2.58,614.00,3.45,1.88,1.29,400.00,2.25,1.22,0.84,274.00,12.45,6.09,4.03,137.00,6.23,3.04,2.01,89.00,4.05,1.98,1.31
"Philadelphia, PA",10697.00,1257.00,3634.00,7165.00,546.00,902.00,3331376.00,632032.00,1998826.00,415803.00,89270.00,27720.00,7.63,3.87,2.59,13860.00,3.81,1.93,1.30,9039.00,2.49,1.26,0.85,5951.00,10.90,6.60,4.73,2976.00,5.45,3.30,2.37,1941.00,3.55,2.15,1.54
"Phoenix, AZ",6977.00,957.00,2567.00,4772.00,416.00,687.00,2761090.00,532669.00,1656654.00,345126.00,74227.00,23008.00,8.96,4.82,3.30,11504.00,4.48,2.41,1.65,7503.00,2.92,1.57,1.08,4948.00,11.89,7.20,5.17,2474.00,5.95,3.60,2.59,1614.00,3.88,2.35,1.69
"Pittsburgh, PA",8133.00,1079.00,2738.00,5436.00,420.00,749.00,2324172.00,541967.00,1394503.00,295848.00,65015.00,19723.00,7.20,3.63,2.43,9862.00,3.60,1.81,1.21,6431.00,2.35,1.18,0.79,4334.00,10.32,5.79,4.02,2167.00,5.16,2.89,2.01,1413.00,3.36,1.89,1.31
"Pontiac, MI",911.00,95.00,321.00,616.00,49.00,72.00,376936.00,70983.00,226162.00,47017.00,10086.00,3134.00,9.76,5.09,3.44,1567.00,4.88,2.54,1.72,1022.00,3.18,1.66,1.12,672.00,13.71,9.33,7.07,336.00,6.86,4.67,3.54,219.00,4.47,3.04,2.31
"Portland, ME",2524.00,209.00,710.00,1617.00,92.00,151.00,876231.00,194509.00,525739.00,110977.00,24246.00,7398.00,10.42,4.58,2.93,3699.00,5.21,2.29,1.47,2413.00,3.40,1.49,0.96,1616.00,17.57,10.70,7.73,808.00,8.78,5.35,3.87,527.00,5.73,3.49,2.52
"Portland, OR",4684.00,661.00,1737.00,3211.00,278.00,469.00,2215589.00,412976.00,1329353.00,276117.00,59171.00,18408.00,10.60,5.73,3.93,9204.00,5.30,2.87,1.96,6003.00,3.46,1.87,1.28,3945.00,14.19,8.41,5.97,1972.00,7.09,4.20,2.98,1286.00,4.63,2.74,1.95
"Providence, RI",2249.00,293.00,690.00,1470.00,82.00,188.00,986702.00,192737.00,592021.00,123470.00,26590.00,8231.00,11.93,5.60,3.66,4116.00,5.97,2.80,1.83,2684.00,3.89,1.83,1.19,1773.00,21.62,9.43,6.05,886.00,10.80,4.71,3.02,578.00,7.05,3.07,1.97
"Provo, UT",941.00,122.00,387.00,664.00,52.00,87.00,436975.00,52585.00,262185.00,52812.00,10889.00,3521.00,9.10,5.30,3.74,1760.00,4.55,2.65,1.87,1148.00,2.97,1.73,1.22,726.00,13.96,8.34,5.95,363.00,6.98,4.17,2.98,237.00,4.56,2.72,1.94
"Pueblo, CO",615.00,28.00,238.00,426.00,7.00,17.00,138550.00,32449.00,83130.00,17644.00,3880.00,1176.00,4.94,2.76,1.91,588.00,2.47,1.38,0.96,384.00,1.61,0.90,0.62,259.00,37.00,15.24,9.25,129.00,18.43,7.59,4.61,84.00,12.00,4.94,3.00
"Raleigh, NC",3560.00,375.00,1124.00,2342.00,160.00,267.00,1670043.00,272076.00,1002026.00,205893.00,43540.00,13726.00,12.21,5.86,3.86,6863.00,6.11,2.93,1.93,4476.00,3.98,1.91,1.26,2903.00,18.14,10.87,7.74,1451.00,9.07,5.43,3.87,947.00,5.92,3.55,2.53
"Rapid City, SD",878.00,46.00,343.00,610.00,20.00,33.00,173590.00,37388.00,104154.00,21920.00,4772.00,1461.00,4.26,2.40,1.66,731.00,2.13,1.20,0.83,477.00,1.39,0.78,0.54,318.00,15.90,9.64,6.91,159.00,7.95,4.82,3.46,104.00,5.20,3.15,2.26
"Reading, PA",1329.00,99.00,559.00,944.00,50.00,75.00,466917.00,99775.00,280150.00,58916.00,12815.00,3928.00,7.03,4.16,2.96,1964.00,3.51,2.08,1.48,1281.00,2.29,1.36,0.96,854.00,17.08,11.39,8.63,427.00,8.54,5.69,4.31,279.00,5.58,3.72,2.82
"Redding, CA",786.00,109.00,284.00,535.00,58.00,83.00,276179.00,64591.00,165707.00,35166.00,7731.00,2344.00,8.25,4.38,2.98,1172.00,4.13,2.19,1.49,764.00,2.69,1.43,0.97,515.00,8.88,6.20,4.72,258.00,4.45,3.11,2.37,168.00,2.90,2.02,1.54
"Reno, NV",1886.00,406.00,660.00,1273.00,128.00,267.00,605953.00,127753.00,363572.00,76361.00,16584.00,5091.00,7.71,4.00,2.70,2545.00,3.86,2.00,1.35,1660.00,2.52,1.30,0.88,1106.00,8.64,4.14,2.72,553.00,4.32,2.07,1.36,361.00,2.82,1.35,0.89
"Richmond, VA",4478.00,465.00,1488.00,2983.00,144.00,305.00,1409076.00,264187.00,845446.00,175693.00,37673.00,11713.00,7.87,3.93,2.62,5856.00,3.94,1.96,1.31,3819.00,2.57,1.28,0.85,2512.00,17.44,8.24,5.40,1256.00,8.72,4.12,2.70,819.00,5.69,2.69,1.76
"Ridgewood, NJ",814.00,83.00,275.00,544.00,35.00,59.00,338732.00,65551.00,203239.00,42352.00,9112.00,2823.00,10.27,5.19,3.47,1412.00,5.13,2.60,1.73,921.00,3.35,1.69,1.13,607.00,17.34,10.29,7.31,304.00,8.69,5.15,3.66,198.00,5.66,3.36,2.39
"Roanoke, VA",2189.00,272.00,593.00,1391.00,113.00,192.00,569741.00,127897.00,341845.00,72241.00,15803.00,4816.00,8.12,3.46,2.20,2408.00,4.06,1.73,1.10,1570.00,2.65,1.13,0.72,1054.00,9.33,5.49,3.88,527.00,4.66,2.74,1.94,344.00,3.04,1.79,1.26
"Rochester, MN",1835.00,240.00,594.00,1215.00,90.00,165.00,320367.00,71522.00,192220.00,40599.00,8876.00,2707.00,4.56,2.23,1.48,1353.00,2.28,1.11,0.74,883.00,1.49,0.73,0.48,592.00,6.58,3.59,2.47,296.00,3.29,1.79,1.23,193.00,2.14,1.17,0.80
"Rochester, NY",3766.00,289.00,827.00,2297.00,87.00,188.00,1036499.00,211611.00,621899.00,130223.00,28180.00,8682.00,10.50,3.78,2.31,4341.00,5.25,1.89,1.15,2831.00,3.42,1.23,0.75,1879.00,21.60,9.99,6.50,939.00,10.79,4.99,3.25,613.00,7.05,3.26,2.12
"Rockford, IL",1320.00,199.00,613.00,966.00,96.00,147.00,552131.00,118035.00,331279.00,69671.00,15155.00,4645.00,7.58,4.81,3.52,2322.00,3.79,2.40,1.76,1515.00,2.47,1.57,1.15,1010.00,10.52,6.87,5.08,505.00,5.26,3.44,2.54,329.00,3.43,2.24,1.65
"Rome, GA",733.00,74.00,229.00,481.00,16.00,45.00,221920.00,45706.00,133152.00,27904.00,6044.00,1860.00,8.12,3.87,2.54,930.00,4.06,1.93,1.27,607.00,2.65,1.26,0.83,403.00,25.19,8.96,5.45,201.00,12.56,4.47,2.72,131.00,8.19,2.91,1.77
"Royal Oak, MI",2781.00,324.00,858.00,1819.00,97.00,211.00,556198.00,117512.00,333719.00,70105.00,15229.00,4674.00,5.45,2.57,1.68,2337.00,2.72,1.28,0.84,1524.00,1.78,0.84,0.55,1015.00,10.46,4.81,3.13,508.00,5.24,2.41,1.57,331.00,3.41,1.57,1.02
"Sacramento, CA",4381.00,616.00,1315.00,2848.00,224.00,420.00,2076640.00,403030.00,1245984.00,259710.00,55892.00,17314.00,13.17,6.08,3.95,8657.00,6.58,3.04,1.98,5646.00,4.29,1.98,1.29,3726.00,16.63,8.87,6.05,1863.00,8.32,4.44,3.02,1215.00,5.42,2.89,1.97
"Saginaw, MI",2396.00,208.00,962.00,1679.00,63.00,136.00,489824.00,124235.00,293894.00,62921.00,13973.00,4195.00,4.36,2.50,1.75,2097.00,2.18,1.25,0.88,1368.00,1.42,0.81,0.57,932.00,14.79,6.85,4.48,466.00,7.40,3.43,2.24,304.00,4.83,2.24,1.46
"Salem, OR",487.00,64.00,154.00,321.00,10.00,37.00,255161.00,50897.00,153097.00,31990.00,6905.00,2133.00,13.85,6.64,4.38,1066.00,6.92,3.32,2.19,695.00,4.51,2.17,1.43,460.00,46.00,12.43,7.19,230.00,23.00,6.22,3.59,150.00,15.00,4.05,2.34
"Salinas, CA",740.00,70.00,290.00,515.00,37.00,54.00,303247.00,51843.00,181948.00,37525.00,7972.00,2502.00,8.63,4.86,3.38,1251.00,4.31,2.43,1.69,816.00,2.81,1.58,1.10,531.00,14.35,9.83,7.59,266.00,7.19,4.93,3.80,173.00,4.68,3.20,2.47
"Salisbury, MD",598.00,59.00,187.00,392.00,26.00,43.00,371513.00,100254.00,222908.00,48067.00,10761.00,3204.00,17.13,8.17,5.36,1602.00,8.57,4.09,2.68,1045.00,5.59,2.67,1.75,717.00,27.58,16.67,12.15,359.00,13.81,8.35,6.08,234.00,9.00,5.44,3.97
"Salt Lake City, UT",3999.00,526.00,1804.00,2902.00,277.00,402.00,1552687.00,249737.00,931612.00,191241.00,40393.00,12749.00,7.07,4.39,3.19,6375.00,3.53,2.20,1.59,4157.00,2.30,1.43,1.04,2693.00,9.72,6.70,5.12,1346.00,4.86,3.35,2.56,878.00,3.17,2.18,1.67
"San Angelo, TX",584.00,35.00,323.00,454.00,17.00,26.00,126084.00,26085.00,75650.00,15860.00,3437.00,1057.00,3.27,2.33,1.81,529.00,1.64,1.17,0.91,345.00,1.07,0.76,0.59,229.00,13.47,8.81,6.54,115.00,6.76,4.42,3.29,75.00,4.41,2.88,2.14
"San Antonio, TX",6234.00,747.00,2477.00,4356.00,216.00,482.00,2191766.00,376149.00,1315060.00,271302.00,57658.00,18087.00,7.30,4.15,2.90,9043.00,3.65,2.08,1.45,5898.00,2.38,1.35,0.95,3844.00,17.80,7.98,5.15,1922.00,8.90,3.99,2.57,1253.00,5.80,2.60,1.68
"San Bernardino, CA",5691.00,690.00,2125.00,3908.00,231.00,460.00,2406889.00,366977.00,1444133.00,295303.00,62069.00,19687.00,9.26,5.04,3.46,9843.00,4.63,2.52,1.73,6420.00,3.02,1.64,1.13,4138.00,17.91,9.00,6.00,2069.00,8.96,4.50,3.00,1349.00,5.84,2.93,1.96
"San Diego, CA",6178.00,802.00,1949.00,4064.00,358.00,580.00,3005567.00,497077.00,1803340.00,370968.00,78559.00,24731.00,12.69,6.09,4.00,12366.00,6.34,3.04,2.00,8065.00,4.14,1.98,1.31,5237.00,14.63,9.03,6.53,2619.00,7.32,4.52,3.27,1708.00,4.77,2.94,2.13
"San Francisco, CA",3776.00,439.00,1139.00,2458.00,203.00,321.00,1272753.00,236390.00,763652.00,158568.00,33968.00,10571.00,9.28,4.30,2.80,5286.00,4.64,2.15,1.40,3447.00,3.03,1.40,0.91,2265.00,11.16,7.06,5.16,1132.00,5.58,3.53,2.58,738.00,3.64,2.30,1.68
"San Jose, CA",2547.00,341.00,916.00,1731.00,146.00,244.00,1456607.00,234573.00,873964.00,179424.00,37901.00,11962.00,13.06,6.91,4.70,5981.00,6.53,3.46,2.35,3901.00,4.26,2.25,1.53,2527.00,17.31,10.36,7.41,1263.00,8.65,5.18,3.70,824.00,5.64,3.38,2.42
"San Luis Obispo, CA",390.00,54.00,202.00,296.00,33.00,44.00,213703.00,46965.00,128222.00,27039.00,5900.00,1803.00,8.93,6.09,4.62,901.00,4.46,3.04,2.31,588.00,2.91,1.99,1.51,393.00,11.91,8.93,7.28,197.00,5.97,4.48,3.65,128.00,3.88,2.91,2.37
"San Mateo County, CA",1555.00,198.00,452.00,1003.00,88.00,143.00,666874.00,128195.00,400124.00,83331.00,17915.00,5555.00,12.29,5.54,3.57,2778.00,6.15,2.77,1.79,1812.00,4.01,1.81,1.17,1194.00,13.57,8.35,6.03,597.00,6.78,4.17,3.02,389.00,4.42,2.72,1.96
"Santa Barbara, CA",858.00,82.00,246.00,552.00,35.00,59.00,359828.00,67153.00,215897.00,44848.00,9612.00,2990.00,12.15,5.42,3.48,1495.00,6.08,2.71,1.74,975.00,3.96,1.77,1.14,641.00,18.31,10.86,7.82,320.00,9.14,5.42,3.90,209.00,5.97,3.54,2.55
